Molecule ChEMBL ID,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Action Type,InChI,Potency,Molecular Weight_standardized,AlogP_standardized,Standard Value_standardized,pChEMBL Value_standardized,Ligand Efficiency LE_standardized,Ligand Efficiency LLE_standardized,Ligand Efficiency SEI_standardized,HOMO,LUMO,Electronegativity,Hardness,Variance,MAD
CHEMBL3979456,511.43,1.0,3.23,BDBM191733,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(F)c(C(F)(F)F)c4F)cs3)ccnc2n(C)c1=O,IC50,10000.0,nM,,,,,,,,"InChI=1S/C21H14F5N5O3S/c1-30-17-14(18(33)31(2)20(30)34)9(5-6-27-17)7-13(32)29-19-28-12(8-35-19)10-3-4-11(22)15(16(10)23)21(24,25)26/h3-6,8H,7H2,1-2H3,(H,28,29,32)",Medium Potency,0.6415027876505045,-1.1497863916240478,0.2462404656233607,,,,,-0.2278862647781862,-0.6391286141350034,0.4192190581254035,-0.1790217229513906,0.12594828087063226,0.30796062973760935
CHEMBL3682545,572.61,2.0,6.45,BDBM151632,CCOC(C)(c1ccc(CN(c2ncc3ccccc3c2C)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1)C(F)(F)F,IC50,4.7,nM,8.33,,14.54,0.28,1.88,8.6,,"InChI=1S/C29H27F3N2O5S/c1-4-39-28(3,29(30,31)32)23-13-9-20(10-14-23)18-34(26-19(2)25-8-6-5-7-22(25)17-33-26)40(37,38)24-15-11-21(12-16-24)27(35)36/h5-17H,4,18H2,1-3H3,(H,35,36)",High Potency,1.2877798407249332,1.2902161945795214,-0.368898032039787,1.1858245195103243,-0.4988438513993961,-0.0690800221589542,-0.3728629917583824,-0.4105819125185777,-1.0340279753951658,0.7075906105971363,-0.2370501451267176,0.10309498740202627,0.24815638004009805
CHEMBL3682546,516.5,2.0,5.54,BDBM151633,Cc1cc2ccccc2nc1N(Cc1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccc(C(=O)O)cc1,IC50,5.0,nM,8.3,,16.07,0.31,2.76,8.58,,"InChI=1S/C25H19F3N2O5S/c1-16-14-19-4-2-3-5-22(19)29-23(16)30(15-17-6-10-20(11-7-17)35-25(26,27)28)36(33,34)21-12-8-18(9-13-21)24(31)32/h2-14H,15H2,1H3,(H,31,32)",High Potency,0.6950599085901473,0.6006502463045996,-0.3688795692073258,1.1598076600464091,-0.0481442321699418,0.7115208033476783,-0.3781070261242925,-0.3856988492392005,-1.1888296282725996,0.7530271577090942,-0.3809295230668381,0.12601144824070876,0.2759564899173554
CHEMBL3682562,488.57,1.0,5.18,BDBM151649,Cc1c(N(Cc2ccc(OC3CC3)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,IC50,35.0,nM,7.46,,15.26,0.29,2.28,7.7,,"InChI=1S/C27H24N2O5S/c1-18-25-5-3-2-4-21(25)16-28-26(18)29(17-19-6-10-22(11-7-19)34-23-12-13-23)35(32,33)24-14-8-20(9-15-24)27(30)31/h2-11,14-16,23H,12-13,17H2,1H3,(H,30,31)",High Potency,0.4000203843605167,0.327854926107927,-0.3670332859612107,0.4313355950567661,-0.3486106449895785,0.285738534889515,-0.6088445382243456,-0.0608399652689206,-0.923149998634848,0.417538816013405,-0.5953812968475097,0.09582829733001666,0.2432357092789428
CHEMBL3682573,509.59,2.0,5.7,BDBM151660,Cc1c(N(Cc2ccc(-c3ccccc3)nc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,IC50,95.0,nM,7.02,,13.78,0.26,1.32,6.99,,"InChI=1S/C29H23N3O4S/c1-20-26-10-6-5-9-24(26)18-31-28(20)32(37(35,36)25-14-12-23(13-15-25)29(33)34)19-21-11-16-27(30-17-21)22-7-3-2-4-8-22/h2-18H,19H2,1H3,(H,33,34)",High Potency,0.6220658837986417,0.7218926108364541,-0.3633407194689805,0.0497549895860008,-0.7993102642190327,-0.5658260020268112,-0.795007758214161,-0.2211508492559771,-1.041819773513273,0.5780439437620565,-0.4805035860213872,0.08658630147618306,0.22460858500000003
CHEMBL3682589,542.54,2.0,6.1,BDBM151677,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)cc1,IC50,0.9,nM,9.05,,16.67,0.33,2.95,9.34,,"InChI=1S/C27H21F3N2O5S/c28-27(29,30)37-21-11-5-17(6-12-21)16-32(38(35,36)22-13-9-19(10-14-22)26(33)34)25-24(18-7-8-18)23-4-2-1-3-20(23)15-31-25/h1-6,9-15,18H,7-8,16H2,(H,33,34)",High Potency,0.97013435223281,1.0249985221660896,-0.3691318945842949,1.810229146644304,0.2523221806496948,0.8800596179457015,-0.1788337202197013,-0.263781832368356,-0.8568162836824684,0.5327754208612955,-0.2923690689903556,0.11653932855630049,0.2632499626544097
CHEMBL3682604,473.51,0.0,4.78,BDBM151692,Cc1c(N(Cc2nc3ccccc3o2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12,IC50,195.0,nM,6.71,,14.17,0.27,1.93,5.91,,"InChI=1S/C25H19N3O5S/c1-16-20-7-3-2-6-18(20)14-26-24(16)28(15-23-27-21-8-4-5-9-22(21)33-23)34(31,32)19-12-10-17(11-13-19)25(29)30/h2-14H,15H2,1H3,(H,29,30)",High Potency,0.2409335517469028,0.0247490147782915,-0.3571864419819301,-0.2190858915411286,-0.6490770578092144,-0.0247277025278955,-1.078185613973317,-0.2974988827718173,-0.7116681859956098,0.4974483304565313,-0.1444254435827027,0.10583563374290565,0.2568267924528302
CHEMBL3682606,595.39,2.0,6.3,BDBM151694,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)nc(Br)c2ccccc12,IC50,15.0,nM,7.82,,13.14,0.29,1.52,8.08,,"InChI=1S/C25H18BrF3N2O5S/c1-15-20-4-2-3-5-21(20)22(26)30-23(15)31(14-16-6-10-18(11-7-16)36-25(27,28)29)37(34,35)19-12-8-17(9-13-19)24(32)33/h2-13H,14H2,1H3,(H,32,33)",High Potency,1.5284171612387527,1.1765514778309076,-0.3682641414586208,0.743537908623756,-0.3486106449895785,-0.3884167235025765,-0.50920788527205,-0.612304609449305,-1.764871057287336,1.145727743318331,-0.5156518002313448,0.05868545801066975,0.1950502776859504
CHEMBL3682617,572.92,2.0,6.19,BDBM151705,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)nc2ccccc2c1Cl,IC50,81.0,nM,7.09,,12.87,0.26,0.9,7.33,,"InChI=1S/C25H18ClF3N2O5S/c1-15-22(26)20-4-2-3-5-21(20)30-23(15)31(14-16-6-10-18(11-7-16)36-25(27,28)29)37(34,35)19-12-8-17(9-13-19)24(32)33/h2-13H,14H2,1H3,(H,32,33)/p-1",High Potency,1.2910545364825836,1.0931973522152585,-0.3642023183171675,0.1104609950018046,-0.7993102642190327,-0.9383854869277042,-0.705859173993686,3.6561100831800055,1.678655510139217,-3.243134663309607,-3.367825268388015,0.1252419353213608,0.2707607229080933
CHEMBL3687329,539.47,1.0,4.93,BDBM151721,Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ncccc12,IC50,339.0,nM,6.47,,12.5,0.25,1.54,5.9,,"InChI=1S/C24H18F3N3O5S/c1-15-20-3-2-12-28-21(20)13-29-22(15)30(14-16-4-8-18(9-5-16)35-24(25,26)27)36(33,34)19-10-6-17(7-11-19)23(31)32/h2-13H,14H2,1H3,(H,31,32)/p-1",High Potency,0.937704300697366,0.1384137315269046,-0.3483242824005775,-0.4272207672524551,-0.9495434706288512,-0.3706757956501531,-1.0808076311562722,3.643058966455963,1.3865320346758547,-3.1153522506921285,-3.564013016512125,0.1285385666077131,0.2748248914204343
CHEMBL3687338,541.99,2.0,5.78,BDBM151730,Cc1c(N(Cc2cc3cccc(Cl)c3n2C)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12,IC50,12.0,nM,7.92,,15.23,0.3,2.14,8.56,,"InChI=1S/C27H22ClN3O4S/c1-17-23-8-4-3-6-20(23)15-29-26(17)31(36(34,35)22-12-10-18(11-13-22)27(32)33)16-21-14-19-7-5-9-24(28)25(19)30(21)2/h3-15H,16H2,1-2H3,(H,32,33)/p-1",High Potency,0.964324408146656,0.7825137931023813,-0.3684487697832323,0.8302607735034749,-0.1983774385797602,0.161552039922551,-0.3833510604902027,3.672199132127715,1.854384691590505,-3.32577457118473,-3.260147798445731,0.0953687047445891,0.2410727054478301
CHEMBL275628,178.21,0.0,1.81,21,NCCc1c[nH]c2ccc(F)cc12,IC50,13100.0,nM,4.88,,,,,,,"InChI=1S/C10H11FN2/c11-8-1-2-10-9(5-8)7(3-4-12)6-13-10/h1-2,5-6,13H,3-4,12H2",Low Potency,-2.87847824578299,-2.225812376844256,0.4370230677219229,-1.806114318839992,,,,0.2424535971925655,1.6335940935889262,-0.8333034222462373,0.8843811005443194,0.08206033973466666,0.23614174999999996
CHEMBL3971179,394.42,0.0,4.39,KPR-2579,C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1,IC50,80.0,nM,7.1,,17.99,0.33,2.71,11.19,ANTAGONIST,"InChI=1S/C23H20F2N2O2/c1-15(18-12-19(24)14-20(25)13-18)27(23(29)17-10-6-3-7-11-17)21(22(26)28)16-8-4-2-5-9-16/h2-15,21H,1H3,(H2,26,28)/t15-,21-/m1/s1",High Potency,-0.5945364078421222,-0.2707792487681039,-0.364263861092038,0.1191332814897764,0.2523221806496948,0.6671684837166197,0.3062394586270009,-0.4755776729880838,0.4674101495846493,0.1433513073704589,0.937090877885591,0.0750954978917751,0.23150079800083298
CHEMBL3924373,542.54,1.0,4.05,BDBM191704,CCc1sc2c(c1CC(=O)Nc1nc(-c3cc(F)c(OC(F)F)c(F)c3)cs1)c(=O)n(C)c(=O)n2C,IC50,10000.0,nM,,,,,,,,"InChI=1S/C22H18F4N4O4S2/c1-4-14-10(16-18(32)29(2)22(33)30(3)19(16)36-14)7-15(31)28-21-27-13(8-35-21)9-5-11(23)17(12(24)6-9)34-20(25)26/h5-6,8,20H,4,7H2,1-3H3,(H,27,28,31)",Medium Potency,0.97013435223281,-0.5284192733982943,0.2462404656233607,,,,,-0.1289536035469268,0.5458797624908942,-0.1313542759236872,0.5590907754577273,0.11682251840442562,0.30271702263374495
CHEMBL3905801,516.47,1.0,3.9,BDBM191652,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(F)c(C(F)(F)F)c4F)cs3)csc2n(C)c1=O,IC50,10000.0,nM,,,,,,,,"InChI=1S/C20H13F5N4O3S2/c1-28-16(31)13-8(6-33-17(13)29(2)19(28)32)5-12(30)27-18-26-11(7-34-18)9-3-4-10(21)14(15(9)22)20(23,24)25/h3-4,6-7H,5H2,1-2H3,(H,26,27,30)",Medium Potency,0.6947430025490846,-0.6420839901469076,0.2462404656233607,,,,,-0.3495034857059059,0.4210386076870661,0.0738592940217232,0.7450928169656708,0.12791619059623,0.3122477754640109
CHEMBL1289952,338.41,0.0,4.04,27,CCOC(=O)NCCc1c[nH]c2ccc(OCc3ccccc3)cc12,IC50,28800.0,nM,4.54,,,,,,,"InChI=1S/C20H22N2O3/c1-2-24-20(23)21-11-10-16-13-22-19-9-8-17(12-18(16)19)25-14-15-6-4-3-5-7-15/h3-9,12-13,22H,2,10-11,14H2,1H3,(H,21,23)",Low Potency,-1.186199986506698,-0.535996921181535,1.4032446331888344,-2.100972059431037,,,,0.2726730282595686,1.732715419206437,-0.8947302734573805,0.9185759727557148,0.07639424010914894,0.22039297872340427
CHEMBL3935896,406.91,1.0,5.08,20e,Cc1cccc(C(=O)N([C@H](C)c2cccc(Cl)c2)[C@@H](C(N)=O)c2ccccc2)c1,IC50,2100.0,nM,5.68,,13.95,0.27,0.6,8.96,,"InChI=1S/C24H23ClN2O2/c1-16-8-6-12-20(14-16)24(29)27(17(2)19-11-7-13-21(25)15-19)22(23(26)28)18-9-4-3-5-10-18/h3-15,17,22H,1-2H3,(H2,26,28)/t17-,22-/m1/s1",Medium Potency,-0.4625978594129032,0.2520784482755183,-0.2399474558536201,-1.1123313998022375,-0.6490770578092144,-1.204499404714056,-0.2784703731719967,-0.193189880960516,0.1579792287438989,0.0711849086601227,0.3574589427629094,0.06256076706423078,0.2017953846153846
CHEMBL3926952,410.88,0.0,4.91,20k,C[C@H](c1cc(F)cc(Cl)c1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1,IC50,180.0,nM,6.75,,16.42,0.32,1.83,10.64,,"InChI=1S/C23H20ClFN2O2/c1-15(18-12-19(24)14-20(25)13-18)27(23(29)17-10-6-3-7-11-17)21(22(26)28)16-8-4-2-5-9-16/h2-15,21H,1H3,(H2,26,28)/t15-,21-/m1/s1",High Potency,-0.4206606266455697,0.1232584359604231,-0.3581095836049877,-0.1843967455892408,0.1020889742398765,-0.1134323417900127,0.162028513564468,-0.3790633656980332,-0.293186568484186,0.3846340746534352,0.2624759741698377,0.06653659733087715,0.21134936859641817
CHEMBL256087,156.27,0.0,2.44,Menthol,CC1CCC(C(C)C)C(O)C1,IC50,19000.0,nM,4.72,,30.21,0.59,2.28,23.34,,"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",Low Potency,-3.1102421971470453,-1.7484205665000787,0.800125439457896,-1.944870902647543,4.158385547304968,0.285738534889515,3.4919903359175057,-0.832234913325825,4.162756599553915,-1.1075609409771838,4.073786756716874,0.05491137289890322,0.19178251612903222
CHEMBL3984932,499.47,0.0,3.16,BDBM191731,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cc(F)cc(C(F)(F)F)c4)cs3)nsc2n(C)c1=O,IC50,10000.0,nM,,,,,,,,"InChI=1S/C19H13F4N5O3S2/c1-27-15(30)14-11(26-33-16(14)28(2)18(27)31)6-13(29)25-17-24-12(7-32-17)8-3-9(19(21,22)23)5-10(20)4-8/h3-5,7H,6H2,1-2H3,(H,24,25,29)",Medium Potency,0.5151629126133983,-1.202829926106734,0.2462404656233607,,,,,-0.2454343206491042,0.1098838377051416,0.1273189972184736,0.3880411505587258,0.13016045797776035,0.3155085028355387
CHEMBL3353585,461.42,0.0,4.07,23,N#Cc1cc(C(F)(F)F)cnc1N(Cc1ccccc1)S(=O)(=O)c1ccc(C(=O)O)cc1,IC50,2472.0,nM,5.61,,12.15,0.24,1.54,5.03,,"InChI=1S/C21H14F3N3O4S/c22-21(23,24)17-10-16(11-25)19(26-12-17)27(13-14-4-2-1-3-5-14)32(30,31)18-8-6-15(7-9-18)20(28)29/h1-10,12H,13H2,(H,28,29)",Medium Potency,0.1132204171985238,-0.5132639778318121,-0.2170535436017927,-1.1730374052180408,-1.0997766770386694,-0.3706757956501531,-1.30892312607337,-0.925171655694584,-1.2293745600730148,1.1474359894655295,0.266740925216014,0.12283016605515171,0.2661866304347826
CHEMBL3353580,427.87,0.0,3.7,18,N#Cc1cnc(N(Cc2ccccc2)S(=O)(=O)c2ccc(C(=O)O)cc2)c(Cl)c1,IC50,23782.0,nM,4.62,,10.81,0.22,0.92,4.15,,"InChI=1S/C20H14ClN3O4S/c21-18-10-15(11-22)12-23-19(18)24(13-14-4-2-1-3-5-14)29(27,28)17-8-6-16(7-9-17)20(25)26/h1-10,12H,13H2,(H,25,26)",Low Potency,-0.2411861720569043,-0.7936369458117254,1.0944229888886456,-2.031593767527262,-1.4002430898583058,-0.9206445590752806,-1.539660638173423,-0.929488717275584,-1.420997630605927,1.2282836390878549,0.1327211105767591,0.10586324984746458,0.24447346673877776
CHEMBL3353579,437.3,0.0,4.48,17,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccccc2)c2ncc(Cl)cc2Cl)cc1,IC50,201.0,nM,6.7,,15.31,0.33,2.22,7.65,,"InChI=1S/C19H14Cl2N2O4S/c20-15-10-17(21)18(22-11-15)23(12-13-4-2-1-3-5-13)28(26,27)16-8-6-14(7-9-16)19(24)25/h1-11H,12H2,(H,24,25)",High Potency,-0.1415720398161088,-0.2025804187189352,-0.356817185332707,-0.2277581780291004,0.2523221806496948,0.232515751332245,-0.6219546241391213,-0.6758213765993939,-1.1901052766370688,0.9567985198417062,-0.0176811336692781,0.10570705518154704,0.2385788321995465
CHEMBL3235967,376.42,1.0,5.16,27,CC(C)(C)NC(=O)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)cc1,IC50,37.0,nM,7.43,,19.74,0.38,2.27,22.98,,"InChI=1S/C21H23F3N2O/c1-20(2,3)25-19(27)26-13-12-14-6-4-5-7-17(14)18(26)15-8-10-16(11-9-15)21(22,23)24/h4-11,18H,12-13H2,1-3H3,(H,25,27)/t18-/m1/s1",High Potency,-0.7846800324799078,0.3126996305414456,-0.3669102004114697,0.4053187355928502,1.003488212698786,0.2768680709633035,3.397597717331121,-0.3681108205758657,1.0493816196450247,-0.168291598352453,1.2256775360277374,0.08199075777791842,0.23075696639999996
