Molecule ChEMBL ID,mw,mw_H,qed,max_charge,min_charge,max_abs_charge,min_abs_charge,aliphaticCarbocycles,aliphaticHeterocycles,aliphaticRings,aromaticCarbocycles,aromaticHeterocycles,aromaticRings,HAcceptors,HDonors,heteroatoms,rotatableBonds,saturatedCarbocycles,saturatedHeterocycles,satureatedRings,ringCount,molLogP,molMR
CHEMBL3897802,492.4540000000001,476.32600000000014,0.4405303774600752,0.4187443214656058,-0.30167204731001207,0.4187443214656058,0.30167204731001207,0,0,0,2,2,4,7,1,12,4,0,0,0,4,3.6998000000000024,119.2737
CHEMBL3897467,508.90900000000016,492.7810000000002,0.4471972433167703,0.41736481207187376,-0.3016720473100875,0.41736481207187376,0.3016720473100875,0,0,0,2,2,4,7,1,12,4,0,0,0,4,4.214100000000003,124.32570000000003
CHEMBL3936454,496.4420000000001,480.31400000000014,0.4355797263132444,0.4187443214656058,-0.4441490121232568,0.4441490121232568,0.4187443214656058,0,0,0,1,3,4,8,1,13,4,0,0,0,4,3.6012200000000014,116.27670000000003
CHEMBL391997,376.9090000000001,355.74100000000004,0.563976522512517,0.16874666369790958,-0.5042530527175866,0.5042530527175866,0.16874666369790958,0,1,1,2,0,2,3,3,6,3,0,0,0,3,3.6166000000000027,104.25930000000002
CHEMBL3979456,511.43200000000013,497.3200000000001,0.4245348201566627,0.4215808360501114,-0.3016720224493289,0.4215808360501114,0.3016720224493289,0,0,0,1,3,4,8,1,14,4,0,0,0,4,3.233900000000002,117.02670000000002
CHEMBL3682545,572.6050000000004,545.3890000000004,0.24763843865514748,0.4209105976352372,-0.47763924299677113,0.47763924299677113,0.4209105976352372,0,0,0,3,1,4,5,1,11,9,0,0,0,4,6.450920000000005,144.72509999999986
CHEMBL3682546,516.4970000000002,497.34500000000025,0.3467598058245861,0.5725963006451078,-0.47763924299677113,0.5725963006451078,0.47763924299677113,0,0,0,3,1,4,5,1,11,7,0,0,0,4,5.5355200000000035,126.37510000000003
CHEMBL3682562,488.56500000000017,464.37300000000033,0.3671815936473012,0.3351796499498194,-0.49043923503089215,0.49043923503089215,0.3351796499498194,1,0,1,3,1,4,5,1,8,8,1,0,1,5,5.178120000000004,133.34209999999996
CHEMBL3682573,509.5870000000003,486.4030000000004,0.3021194342106729,0.3351796499498194,-0.47763924299677113,0.47763924299677113,0.3351796499498194,0,0,0,3,2,5,5,1,8,7,0,0,0,5,5.698920000000004,142.92309999999986
CHEMBL3682589,542.5350000000001,521.3670000000003,0.2888838762836239,0.5725963006451078,-0.47763924299677113,0.5725963006451078,0.47763924299677113,1,0,1,3,1,4,5,1,11,8,1,0,1,5,6.104500000000004,133.61309999999995
CHEMBL3682604,473.5100000000002,454.35800000000035,0.37751484354870796,0.3351796499498197,-0.47763924299677113,0.47763924299677113,0.3351796499498197,0,0,0,3,2,5,6,1,9,6,0,0,0,5,4.778120000000003,127.25910000000003
CHEMBL3682606,595.393,577.249,0.252237357917324,0.5725963006451078,-0.47763924299677113,0.5725963006451078,0.47763924299677113,0,0,0,3,1,4,5,1,12,7,0,0,0,4,6.298020000000004,134.07509999999996
CHEMBL3682617,549.9340000000002,532.7980000000003,0.32652748026548156,0.5725963006451078,-0.5448151077744889,0.5725963006451078,0.5448151077744889,0,0,0,3,1,4,6,0,12,7,0,0,0,4,4.854220000000003,128.7563
CHEMBL3687329,516.4770000000002,499.34100000000035,0.36895624579854724,0.5725963006451078,-0.5448151077744889,0.5725963006451078,0.5448151077744889,0,0,0,2,2,4,7,0,12,7,0,0,0,4,3.5958200000000025,121.54130000000002
CHEMBL3687338,519.0020000000002,497.8340000000004,0.33080920159991734,0.26535724925498594,-0.5448151077744889,0.5448151077744889,0.26535724925498594,0,0,0,3,2,5,6,0,9,6,0,0,0,5,4.447320000000003,138.55029999999988
CHEMBL275628,178.20999999999995,167.12199999999996,0.7230888893651737,0.12346887266293922,-0.36088643244855995,0.36088643244855995,0.12346887266293922,0,0,0,1,1,2,1,2,3,2,0,0,0,2,1.8082,51.01510000000002
CHEMBL3971179,394.4210000000001,374.2610000000002,0.6737711313872584,0.25481043455758073,-0.3675734934625014,0.3675734934625014,0.25481043455758073,0,0,0,3,0,3,2,1,6,6,0,0,0,3,4.394800000000003,105.76190000000001
CHEMBL3924373,542.5360000000001,524.3920000000002,0.35589093931700655,0.3872314673349466,-0.42852678448745646,0.42852678448745646,0.3872314673349466,0,0,0,1,3,4,9,1,14,7,0,0,0,4,4.045400000000002,128.11670000000007
CHEMBL3905801,516.4730000000001,503.3690000000001,0.4172387254149808,0.4215808360501114,-0.3016716008684183,0.4215808360501114,0.3016716008684183,0,0,0,1,3,4,8,1,14,4,0,0,0,4,3.900400000000002,117.10870000000003
CHEMBL1289952,338.40700000000004,316.2310000000001,0.6833641354106336,0.4066250702451731,-0.4888918120940258,0.4888918120940258,0.4066250702451731,0,0,0,2,1,3,3,2,5,7,0,0,0,3,4.0355000000000025,97.80140000000004
CHEMBL3935896,406.9130000000001,383.7290000000002,0.6200551428492527,0.2548204576049338,-0.36757349346265644,0.36757349346265644,0.2548204576049338,0,0,0,3,0,3,2,1,5,6,0,0,0,3,5.078420000000004,115.59290000000001
CHEMBL3926952,410.87600000000015,390.7160000000002,0.6271627574341978,0.25481042803825393,-0.36757349346255597,0.36757349346255597,0.25481042803825393,0,0,0,3,0,3,2,1,6,6,0,0,0,3,4.909100000000003,110.81390000000002
CHEMBL256087,156.26899999999998,136.10899999999998,0.6179494584335712,0.05729302557713654,-0.39282090888948124,0.39282090888948124,0.05729302557713654,1,0,1,0,0,0,1,1,1,1,1,0,1,1,2.4395000000000007,47.34980000000002
CHEMBL3984932,499.4710000000001,486.3670000000001,0.4352470547806089,0.41603586795556463,-0.3016207035277527,0.41603586795556463,0.3016207035277527,0,0,0,1,3,4,9,1,14,4,0,0,0,4,3.1563000000000008,114.94570000000002
CHEMBL3353585,461.42100000000016,447.30900000000025,0.5925460930930976,0.41743687471487007,-0.47763924299677113,0.47763924299677113,0.41743687471487007,0,0,0,2,1,3,5,1,11,6,0,0,0,3,4.065780000000004,107.16610000000004
CHEMBL3353580,427.86900000000014,413.75700000000023,0.6415131517902228,0.3351796499498195,-0.47763924299677113,0.47763924299677113,0.3351796499498195,0,0,0,2,1,3,5,1,9,6,0,0,0,3,3.7003800000000027,107.17410000000004
CHEMBL3353579,437.3040000000001,423.1920000000001,0.6145103890491882,0.3351796499498195,-0.47763924299677113,0.47763924299677113,0.3351796499498195,0,0,0,2,1,3,4,1,9,6,0,0,0,3,4.4821000000000035,107.46910000000003
CHEMBL3235967,376.422,353.238,0.732462683912097,0.415909861024817,-0.3333702248007232,0.415909861024817,0.3333702248007232,0,1,1,2,0,2,1,1,6,1,0,0,0,3,5.161000000000005,98.42370000000005
CHEMBL3235959,414.40200000000004,396.25800000000004,0.5108886120802022,0.41590986102481703,-0.3130474541884403,0.41590986102481703,0.3130474541884403,0,1,1,3,0,3,1,1,7,2,0,0,0,4,6.024100000000003,105.55770000000004
CHEMBL1288652,266.344,248.19999999999993,0.7444806498699201,0.12007335605662374,-0.48889181210436233,0.48889181210436233,0.12007335605662374,0,0,0,2,1,3,2,2,3,5,0,0,0,3,3.2481000000000018,81.83110000000003
CHEMBL3353606,510.87700000000007,496.7650000000002,0.36251833226339364,0.41744418853524395,-0.47763924299677113,0.47763924299677113,0.41744418853524395,0,0,0,2,2,4,5,1,12,6,0,0,0,4,5.593700000000003,117.23310000000004
CHEMBL3904770,532.5690000000002,506.3610000000003,0.39985324636949016,0.33278751885734403,-0.4870558636691159,0.4870558636691159,0.33278751885734403,0,0,0,1,3,4,9,1,12,6,0,0,0,4,4.146420000000003,136.18269999999995
CHEMBL3987098,658.055,630.8389999999999,0.283205500437201,0.5726474559863841,-0.4441490010106258,0.5726474559863841,0.4441490010106258,0,0,0,1,3,4,12,1,17,8,0,0,0,4,3.374620000000002,154.05039999999977
CHEMBL3936873,504.58300000000025,479.3830000000004,0.31595710925654374,0.264671670588253,-0.49285773902435004,0.49285773902435004,0.264671670588253,0,0,0,3,1,4,5,1,8,10,0,0,0,4,5.343800000000004,136.2958999999999
CHEMBL3900018,394.54000000000013,368.3320000000001,0.5757667164782716,0.2574455620657458,-0.4880729236637946,0.4880729236637946,0.2574455620657458,0,0,0,2,1,3,4,1,5,9,0,0,0,3,4.626720000000003,114.68390000000002
CHEMBL3233042,428.4290000000002,408.2690000000002,0.48462520516784013,0.4159098639595796,-0.3106210485004888,0.4159098639595796,0.3106210485004888,0,1,1,3,0,3,1,1,7,2,0,0,0,4,6.198200000000005,110.16870000000003
CHEMBL4237383,492.39400000000006,477.27400000000017,0.31408641971874185,0.41872178628308343,-0.34110041262908264,0.41872178628308343,0.34110041262908264,0,0,0,3,1,4,2,1,10,4,0,0,0,4,6.930900000000003,113.8982
CHEMBL4246304,458.44300000000015,441.30700000000013,0.37431358130224635,0.4177546583695407,-0.3394616509956276,0.4177546583695407,0.3394616509956276,0,0,0,2,3,5,4,1,8,4,0,0,0,5,5.716200000000004,122.03420000000001
CHEMBL4250626,452.33500000000004,439.2310000000001,0.5389563733660946,0.5726976711045996,-0.4776392464651496,0.5726976711045996,0.4776392464651496,0,0,0,2,1,3,4,2,11,6,0,0,0,3,4.476000000000002,99.9885
CHEMBL4243837,425.31300000000005,413.21700000000016,0.6136211783195371,0.5726976711045996,-0.40265280667107434,0.5726976711045996,0.40265280667107434,0,0,0,1,2,3,4,2,11,5,0,0,0,3,3.4661000000000017,93.64990000000002
CHEMBL3921886,485.36300000000017,468.2270000000002,0.4808883074397441,0.3304384172449534,-0.3016720473143822,0.3304384172449534,0.3016720473143822,0,0,0,2,2,4,7,1,9,4,0,0,0,4,3.304400000000002,122.01370000000001
CHEMBL3956711,474.4640000000001,457.32800000000015,0.4902229908195423,0.4159321834031505,-0.30167204731016317,0.4159321834031505,0.30167204731016317,0,0,0,2,2,4,7,1,11,4,0,0,0,4,3.5607000000000024,119.31570000000002
CHEMBL3977240,512.4410000000001,496.31300000000016,0.4104900426512591,0.5726980253024103,-0.4441490121232568,0.5726980253024103,0.4441490121232568,0,0,0,1,3,4,9,1,14,5,0,0,0,4,3.481020000000001,117.95770000000005
CHEMBL1939972,380.46900000000016,360.3090000000002,0.5927656139181643,0.1937288228620107,-0.4934979925236588,0.4934979925236588,0.1937288228620107,1,1,2,2,0,2,4,2,6,6,0,0,0,4,3.228300000000001,107.7329
CHEMBL2443064,442.8400000000002,423.68800000000016,0.5594172473876625,0.41591206460675095,-0.4852773401716331,0.4852773401716331,0.41591206460675095,0,2,2,2,0,2,2,1,9,1,0,1,1,4,5.889600000000004,104.35970000000003
CHEMBL2442051,366.4860000000001,344.3100000000001,0.6571421176077434,0.25748967052517213,-0.48807310037864926,0.48807310037864926,0.25748967052517213,0,0,0,2,1,3,4,1,5,8,0,0,0,3,3.928200000000003,105.32990000000002
CHEMBL2442016,386.9230000000002,359.70700000000005,0.7855609165743351,0.2573574843150341,-0.4880169424910525,0.4880169424910525,0.2573574843150341,1,0,1,2,0,2,3,1,5,6,1,0,1,3,4.651000000000004,109.16790000000006
CHEMBL3235975,415.39000000000004,398.25400000000013,0.5684155240924399,0.41590986102492133,-0.3129905076566523,0.41590986102492133,0.3129905076566523,0,1,1,2,1,3,2,1,8,2,0,0,0,4,5.419100000000003,103.35270000000003
CHEMBL3235978,416.37800000000004,400.2500000000001,0.6100532556002438,0.4159098610826356,-0.3113475955926462,0.4159098610826356,0.3113475955926462,0,1,1,2,1,3,3,1,9,2,0,0,0,4,4.814100000000003,101.14770000000003
CHEMBL441472,372.9000000000001,347.70000000000005,0.8501559079566534,0.3214633573227177,-0.3518323067662999,0.3518323067662999,0.3214633573227177,0,1,1,1,1,2,3,1,6,2,0,1,1,3,4.386600000000003,107.19370000000005
CHEMBL3682597,485.5650000000002,462.38100000000037,0.3600167750043082,0.3351796499498194,-0.47763924299677113,0.47763924299677113,0.3351796499498194,0,0,0,3,2,5,5,1,8,6,0,0,0,5,5.128620000000004,136.16909999999993
CHEMBL3682600,515.5130000000001,495.35300000000035,0.3758243957694545,0.5725963006451078,-0.405799675813336,0.5725963006451078,0.405799675813336,0,0,0,3,1,4,5,1,11,7,0,0,0,4,4.936220000000003,127.93370000000002
CHEMBL3687366,524.5700000000002,506.4260000000004,0.28877150128471696,0.3351796499498195,-0.47763924299677113,0.47763924299677113,0.3351796499498195,0,0,0,3,2,5,5,1,10,6,0,0,0,5,6.129820000000005,134.9910999999999
CHEMBL3687390,576.5680000000003,552.3760000000004,0.2510772612239732,0.42100725797350896,-0.47763924299677113,0.47763924299677113,0.42100725797350896,0,0,0,3,1,4,5,1,12,8,0,0,0,4,6.199920000000005,140.06609999999992
CHEMBL3682610,550.9420000000002,532.7980000000002,0.294657144170845,0.5725963006451078,-0.47763924299677113,0.5725963006451078,0.47763924299677113,0,0,0,3,1,4,5,1,12,7,0,0,0,4,6.188920000000004,131.3851
CHEMBL3687324,586.6320000000002,557.4000000000003,0.2185299708263003,0.5725963006451078,-0.47763924299677113,0.5725963006451078,0.47763924299677113,0,0,0,3,1,4,5,1,11,9,0,0,0,4,7.473900000000007,149.81609999999978
CHEMBL3687353,597.0830000000001,569.8670000000002,0.21416220232232341,0.3351796499498194,-0.47763924299677113,0.47763924299677113,0.3351796499498194,2,0,2,3,1,4,4,1,10,9,2,0,2,6,7.669520000000007,153.2950999999997
CHEMBL3687358,568.5730000000003,545.3890000000002,0.2701909540833629,0.5725964621215199,-0.47763924299677113,0.5725964621215199,0.47763924299677113,2,0,2,3,1,4,5,1,11,7,1,0,1,6,6.5918000000000045,140.97109999999984
CHEMBL3682541,538.9110000000002,522.7830000000002,0.35352164240221906,0.5725963006451078,-0.5448151077744889,0.5725963006451078,0.5448151077744889,0,0,0,2,2,4,7,0,13,7,0,0,0,4,3.8843000000000023,122.99030000000002
CHEMBL3682542,526.5890000000002,503.40500000000037,0.26360165039746963,0.3351796499498194,-0.47763924299677113,0.47763924299677113,0.3351796499498194,0,0,0,4,1,5,4,1,8,7,0,0,0,5,6.443020000000007,145.08609999999982
CHEMBL3682554,482.5610000000002,460.38500000000033,0.3309653039726727,0.3351796499498194,-0.47763924299677113,0.47763924299677113,0.3351796499498194,0,0,0,4,1,5,4,1,7,6,0,0,0,5,5.790120000000004,137.19809999999993
CHEMBL3687412,541.551,519.3750000000003,0.3171834752507038,0.5725963006451078,-0.405799675813336,0.5725963006451078,0.405799675813336,1,0,1,3,1,4,5,1,11,8,1,0,1,5,5.505200000000004,135.1716999999999
CHEMBL3899453,514.4320000000001,499.3120000000001,0.41866777679391626,0.4215571233696852,-0.4441490121232568,0.4441490121232568,0.4215571233696852,0,0,0,1,3,4,8,1,14,4,0,0,0,4,3.7403200000000014,116.23470000000003
CHEMBL3920312,551.4520000000002,527.2600000000002,0.3541835440151323,0.33278751885734403,-0.49018933764796907,0.49018933764796907,0.33278751885734403,0,0,0,1,3,4,9,1,12,7,0,0,0,4,4.784920000000004,141.66969999999986
CHEMBL4780270,409.43600000000015,388.2680000000002,0.6037556931102689,0.2569035159947813,-0.39808060477738105,0.39808060477738105,0.2569035159947813,0,0,0,3,0,3,3,2,7,6,0,0,0,3,3.977000000000001,110.1743
CHEMBL4749601,422.8870000000002,402.7270000000001,0.6393043434035904,0.2548205437536933,-0.367573491858082,0.367573491858082,0.2548205437536933,1,0,1,3,0,3,2,1,6,5,0,0,0,4,4.835400000000004,113.46090000000004
CHEMBL4763338,372.42400000000015,352.2640000000001,0.745094634222966,0.2549438869430696,-0.490703890680567,0.490703890680567,0.2549438869430696,0,1,1,3,0,3,3,1,5,5,0,0,0,4,3.4891000000000023,105.66690000000003
CHEMBL4754910,371.44000000000017,350.2720000000001,0.746352083974297,0.2548214313557772,-0.36757349182570626,0.36757349182570626,0.2548214313557772,1,0,1,2,1,3,3,1,5,5,0,0,0,4,3.4379000000000026,106.28790000000004
CHEMBL4764800,412.4110000000001,393.2590000000002,0.6047243873077923,0.2548104346624757,-0.36757349346250123,0.36757349346250123,0.2548104346624757,0,0,0,3,0,3,2,1,7,6,0,0,0,3,4.533900000000003,105.71990000000001
CHEMBL3687391,590.5950000000004,564.3870000000004,0.221080433282787,0.421021130419433,-0.47763924299677113,0.47763924299677113,0.421021130419433,0,0,0,3,1,4,5,1,12,9,0,0,0,4,6.590020000000005,144.68309999999985
CHEMBL3687402,584.6160000000002,557.4000000000003,0.22303250145507328,0.5725963006451078,-0.47763924299677113,0.5725963006451078,0.47763924299677113,1,0,1,3,1,4,5,1,11,9,1,0,1,5,7.227900000000006,147.7020999999998
CHEMBL3939180,442.4470000000001,426.31900000000013,0.5267472702225979,0.3304384172449534,-0.3016720362185799,0.3304384172449534,0.3016720362185799,0,0,0,2,2,4,7,1,10,4,0,0,0,4,2.820100000000001,114.22970000000002
CHEMBL3935604,457.41200000000015,439.26800000000014,0.510235512806406,0.41598686749896197,-0.30891543229575713,0.41598686749896197,0.30891543229575713,0,0,0,2,2,4,7,1,11,4,0,0,0,4,2.6229000000000005,115.32970000000003
CHEMBL3958453,442.4470000000002,426.31900000000013,0.5267472702225979,0.3304384172449534,-0.3016720361744651,0.3304384172449534,0.3016720361744651,0,0,0,2,2,4,7,1,10,4,0,0,0,4,2.820100000000001,114.22970000000002
CHEMBL3906012,540.4700000000001,523.3340000000002,0.3761302836958116,0.42207224314306946,-0.47796783657167324,0.47796783657167324,0.42207224314306946,0,0,0,2,2,4,8,1,14,6,0,0,0,4,3.7612000000000023,125.77970000000002
CHEMBL3981381,496.44600000000014,480.31800000000015,0.437414022339901,0.41872217682888657,-0.30162150407203037,0.41872217682888657,0.30162150407203037,0,0,0,1,3,4,9,1,14,4,0,0,0,4,2.4333,116.03970000000004
CHEMBL4647674,459.9080000000002,440.75600000000026,0.41469352501265505,0.328117243902271,-0.3561459074297761,0.3561459074297761,0.328117243902271,0,2,2,3,1,4,2,1,7,3,0,1,1,6,5.438900000000004,123.27070000000002
CHEMBL3682586,585.6040000000003,559.3960000000003,0.2653701173515682,0.5725963006451078,-0.47763924299677113,0.5725963006451078,0.47763924299677113,0,1,1,3,1,4,6,1,12,8,0,1,1,5,6.135720000000005,147.8220999999998
CHEMBL3682596,471.5380000000002,450.37000000000035,0.35783632877774113,0.3351796499498194,-0.47763924299677113,0.47763924299677113,0.3351796499498194,0,0,0,3,2,5,4,2,8,6,0,0,0,5,5.1182200000000035,131.5488
CHEMBL3687330,516.4770000000002,499.34100000000035,0.36895624579854724,0.5725963006451078,-0.5448151077744889,0.5725963006451078,0.5448151077744889,0,0,0,2,2,4,7,0,12,7,0,0,0,4,3.5958200000000016,121.54130000000002
CHEMBL3687345,556.5620000000001,533.3780000000003,0.3323919310353474,0.4209554254502603,-0.47763924299677113,0.47763924299677113,0.4209554254502603,1,0,1,3,1,4,5,2,11,6,0,0,0,5,5.333020000000004,137.96489999999991
CHEMBL3687349,570.5890000000002,545.3890000000002,0.2774722942763172,0.42121296590067214,-0.47763924299677113,0.47763924299677113,0.42121296590067214,1,0,1,3,1,4,5,2,11,8,1,0,1,5,5.796820000000005,142.36789999999985
CHEMBL3682557,535.907,520.7870000000003,0.3442361488437853,0.5725963006451078,-0.5448151077744889,0.5725963006451078,0.5448151077744889,0,0,0,3,1,4,6,0,12,7,0,0,0,4,4.545800000000003,124.01929999999999
CHEMBL3682560,515.6110000000002,488.3950000000004,0.32588595622269184,0.2653051203001678,-0.5448151077744889,0.5448151077744889,0.2653051203001678,1,0,1,3,1,4,6,0,8,9,1,0,1,5,4.481120000000004,139.89929999999987
CHEMBL4246499,421.4220000000001,403.27800000000013,0.4718879230901548,0.4177418529030994,-0.34330448999639634,0.4177418529030994,0.34330448999639634,0,0,0,2,2,4,3,1,7,5,0,0,0,4,5.362400000000004,111.33520000000001
CHEMBL3299024,346.23,338.166,0.6520545137580783,0.5726188033269108,-0.4050477997086211,0.5726188033269108,0.4050477997086211,0,0,0,2,1,3,2,1,9,2,0,0,0,3,5.147300000000001,73.21470000000001
CHEMBL4247847,409.305,395.193,0.7268743102653178,0.41590986107581684,-0.32655348108681076,0.41590986107581684,0.32655348108681076,0,0,0,1,1,2,2,2,11,4,0,0,0,2,4.578900000000003,84.66640000000002
CHEMBL3911625,458.90200000000016,442.77400000000017,0.5079471619944573,0.3304384172449534,-0.3016720361978307,0.3304384172449534,0.3016720361978307,0,0,0,2,2,4,7,1,10,4,0,0,0,4,3.3344000000000014,119.28170000000003
CHEMBL3920559,490.46300000000014,473.32700000000017,0.4626030772518703,0.5725966515271864,-0.405775684467775,0.5725966515271864,0.405775684467775,0,0,0,2,2,4,8,1,12,5,0,0,0,4,3.440500000000002,120.99670000000002
CHEMBL3918948,540.5640000000001,520.4040000000001,0.36570557161852385,0.41872217682888657,-0.3016714546003291,0.41872217682888657,0.3016714546003291,0,0,0,1,3,4,8,1,13,5,0,0,0,4,4.884700000000004,131.23970000000003
CHEMBL3896353,574.5530000000001,555.4010000000001,0.33078130260750815,0.42207224314306946,-0.47796783657167324,0.47796783657167324,0.42207224314306946,0,0,0,1,3,4,9,1,15,7,0,0,0,4,4.385100000000003,133.03470000000002
CHEMBL3947821,482.41500000000013,468.3030000000001,0.45036187705431663,0.41603586795556463,-0.44712267934238475,0.44712267934238475,0.41603586795556463,0,0,0,1,3,4,8,1,13,4,0,0,0,4,3.2928000000000015,111.53970000000001
CHEMBL3687321,518.4930000000002,499.34100000000035,0.37078152606644926,0.5725963006451078,-0.5448151077744889,0.5725963006451078,0.5448151077744889,0,0,0,2,2,4,7,0,12,7,0,0,0,4,3.539320000000002,122.71730000000004
CHEMBL3687335,482.5410000000003,462.38100000000037,0.3642077500570407,0.26530602334646886,-0.5448151077744889,0.5448151077744889,0.26530602334646886,0,0,0,3,2,5,6,0,8,6,0,0,0,5,3.8504200000000033,132.36429999999996
CHEMBL3687352,486.5930000000003,460.3850000000003,0.38796217976091163,0.3351796499498194,-0.47763924299677113,0.47763924299677113,0.3351796499498194,1,0,1,3,1,4,4,1,7,6,0,0,0,5,5.515720000000004,136.33409999999998
CHEMBL3687374,540.5630000000001,517.3790000000004,0.284364629232372,0.3351796499498194,-0.47763924299677113,0.47763924299677113,0.3351796499498194,1,0,1,3,1,4,4,1,10,8,1,0,1,5,6.277820000000006,136.26809999999992
CHEMBL3951379,458.90200000000016,442.77400000000017,0.5079471619944573,0.3304384172449534,-0.3016720472935999,0.3304384172449534,0.3016720472935999,0,0,0,2,2,4,7,1,10,4,0,0,0,4,3.3344000000000014,119.28170000000001
CHEMBL1289835,280.37100000000004,260.2109999999999,0.7505380551267126,0.12007353284955441,-0.4888918106489488,0.4888918106489488,0.12007353284955441,0,0,0,2,1,3,2,2,3,5,0,0,0,3,3.5565200000000017,86.56810000000004
CHEMBL357130,294.398,272.222,0.7476815280576306,0.12007335606525053,-0.48889181210434585,0.48889181210434585,0.12007335606525053,0,0,0,2,1,3,2,1,3,6,0,0,0,3,3.8510000000000026,91.33070000000005
CHEMBL3980601,389.45100000000014,366.26700000000017,0.5670119595274328,0.3328058448742294,-0.49675675939377534,0.49675675939377534,0.3328058448742294,0,0,0,3,0,3,4,0,5,7,0,0,0,3,4.251900000000004,110.50850000000004
CHEMBL3889714,388.4670000000001,364.27500000000015,0.6615181485638977,0.25481042579569263,-0.4967565686357461,0.4967565686357461,0.25481042579569263,0,0,0,3,0,3,3,1,5,7,0,0,0,3,4.125200000000002,112.3979
CHEMBL3926675,372.4680000000001,348.2760000000001,0.6632653068372933,0.25482001689081324,-0.3675734918765896,0.3675734918765896,0.25482001689081324,0,0,0,3,0,3,2,1,4,7,0,0,0,3,4.506700000000003,110.46290000000002
CHEMBL3299019,292.26,281.17199999999997,0.7661297586184143,0.4165095359230793,-0.49603115406364967,0.49603115406364967,0.4165095359230793,0,0,0,2,1,3,2,1,6,2,0,0,0,3,4.257300000000002,73.08370000000002
CHEMBL3577885,428.46300000000014,407.29500000000024,0.44174518320345924,0.33518970317550545,-0.47763912343190035,0.47763912343190035,0.33518970317550545,0,0,0,3,1,4,3,1,6,6,0,0,0,4,5.475700000000003,119.83280000000002
CHEMBL4647464,409.4610000000001,385.2690000000002,0.5464822340868416,0.3050762272763492,-0.46899454677782426,0.46899454677782426,0.3050762272763492,0,1,1,2,1,3,4,3,7,6,0,0,0,4,3.1320000000000014,111.16410000000002
CHEMBL1288717,239.11599999999996,228.02799999999996,0.8297735561650441,0.04570921879358381,-0.36088816761004266,0.36088816761004266,0.04570921879358381,0,0,0,1,1,2,1,2,3,2,0,0,0,2,2.4316000000000004,58.75710000000001
CHEMBL4246904,493.38200000000006,479.2700000000002,0.33848302127775526,0.4187217863435615,-0.339518623216871,0.4187217863435615,0.339518623216871,0,0,0,2,2,4,3,1,11,4,0,0,0,4,6.3259000000000025,111.69319999999999
CHEMBL3687392,612.5480000000003,590.3720000000004,0.22534170864781314,0.4303609260783346,-0.47763924299677113,0.47763924299677113,0.4303609260783346,0,0,0,3,1,4,5,1,14,8,0,0,0,4,6.603220000000004,140.4890999999999
